Class,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36
4,-0.15625,-0.127273,-0.47619,-0.471074,-0.129032,-0.0545455,-0.326316,-0.484375,-0.0625,-0.0679612,-0.410526,-0.546875,0.0322581,0.0384615,-0.282609,-0.338983,NaN,0.126214,-0.277108,-0.382114,0.0153846,-0.0291262,-0.288889,-0.376,0.125,0.230769,0.0804598,-0.216667,0.138462,0.267327,-0.0315789,-0.1875,0.125,0.0873786,-0.221053,-0.40625
4,-0.15625,-0.254545,-0.214286,-0.305785,-0.258065,-0.381818,-0.0947368,-0.21875,-0.28125,-0.398058,-0.263158,-0.28125,-0.0322581,NaN,-0.23913,-0.305085,-0.0625,0.00970874,-0.228916,-0.349593,-0.0461538,-0.0679612,-0.155556,-0.28,-0.03125,0.0384615,-0.149425,-0.316667,-0.0153846,0.128713,-0.0947368,-0.28125,0.09375,0.184466,-0.0947368,-0.28125
4,-0.15625,-0.254545,-0.404762,-0.438017,NaN,-0.127273,-0.263158,-0.34375,-0.28125,-0.475728,0.0526316,-0.015625,-0.16129,-0.153846,-0.5,-0.491525,-0.1875,0.00970874,-0.421687,-0.528455,-0.0461538,0.00970874,-0.0666667,-0.344,-0.15625,-0.25,-0.655172,-0.566667,-0.0153846,-0.0891089,-0.473684,-0.515625,-0.03125,-0.0291262,-0.389474,-0.453125
4,-0.15625,-0.290909,-0.714286,-0.553719,NaN,-0.163636,-0.473684,-0.515625,-0.03125,-0.0291262,-0.389474,-0.453125,-0.129032,NaN,-0.369565,-0.508475,-0.0625,-0.0679612,-0.46988,-0.609756,-0.138462,-0.0679612,-0.288889,-0.36,NaN,0.115385,-0.241379,-0.366667,0.0153846,-0.00990099,-0.326316,-0.390625,-0.125,-0.106796,-0.410526,-0.5
4,-0.15625,0.0363636,-0.119048,-0.289256,-0.129032,0.0363636,-0.178947,-0.3125,-0.0625,0.106796,-0.178947,-0.265625,-0.225806,0.0384615,-0.282609,-0.338983,-0.125,0.0485437,-0.277108,-0.447154,0.0153846,0.126214,-0.2,-0.376,-0.03125,0.0769231,-0.218391,-0.4,0.138462,0.188119,-0.136842,-0.234375,0.125,0.242718,-0.0315789,-0.296875
4,-0.25,-0.0181818,-0.285714,-0.355372,-0.0967742,-0.0181818,-0.242105,-0.390625,NaN,0.126214,-0.242105,-0.390625,NaN,0.0769231,-0.26087,-0.372881,0.125,0.165049,-0.156627,-0.284553,0.138462,0.242718,0.0222222,-0.28,-0.03125,0.0769231,-0.0804598,-0.383333,-0.0153846,0.029703,-0.0947368,-0.34375,-0.03125,0.00970874,-0.263158,-0.40625
4,-0.28125,-0.436364,-0.309524,-0.305785,-0.258065,-0.509091,-0.347368,-0.34375,-0.28125,-0.398058,-0.263158,-0.40625,-0.0322581,-0.0769231,-0.23913,-0.305085,-0.28125,-0.223301,-0.228916,-0.284553,-0.169231,-0.300971,-0.333333,-0.344,0.09375,0.173077,-0.0804598,-0.316667,0.107692,-0.00990099,-0.242105,-0.390625,-0.03125,-0.106796,-0.389474,-0.515625
4,-0.59375,-0.709091,-0.0238095,0.123967,-0.580645,-0.6,-0.0947368,-0.046875,-0.375,-0.436893,-0.263158,-0.15625,-0.225806,-0.115385,-0.282609,-0.338983,-0.125,0.0485437,-0.180723,-0.447154,0.0153846,0.300971,-0.2,-0.312,-0.125,0.0769231,-0.218391,-0.4,0.138462,0.267327,0.0526316,-0.1875,0.125,0.398058,0.136842,-0.1875
4,0.0625,-0.0545455,-0.214286,-0.338843,-0.129032,-0.0545455,-0.263158,-0.4375,-0.15625,-0.0679612,-0.410526,-0.484375,-0.0967742,0.115385,-0.0217391,-0.0847458,NaN,0.203883,-0.0843373,-0.268293,0.0153846,0.126214,-0.111111,-0.248,0.125,0.461538,0.264368,-0.0333333,0.138462,0.50495,0.221053,-0.015625,-0.03125,0.320388,0.136842,-0.1875
4,0.0625,0.0181818,-0.142857,-0.322314,-0.258065,-0.272727,-0.368421,-0.359375,-0.40625,-0.300971,-0.515789,-0.421875,0.129032,0.173077,-0.0434783,-0.220339,0.09375,0.0485437,-0.277108,-0.333333,-0.261538,-0.242718,-0.355556,-0.376,0.0625,NaN,-0.172414,-0.35,-0.138462,-0.049505,-0.178947,-0.3125,-0.375,-0.223301,-0.410526,-0.484375
4,0.0625,0.0181818,-0.142857,-0.454545,-0.0322581,0.0181818,-0.115789,-0.421875,-0.0625,0.0873786,-0.2,-0.359375,0.129032,0.173077,-0.195652,-0.40678,0.09375,0.242718,-0.0120482,-0.333333,0.107692,0.184466,-0.0444444,-0.312,0.0625,0.0961538,-0.172414,-0.416667,0.0769231,0.207921,-0.0947368,-0.265625,-0.15625,-0.0679612,-0.0947368,-0.203125
4,0.0625,0.0363636,-0.0238095,-0.404959,0.354839,0.0363636,-0.178947,-0.3125,0.1875,0.106796,-0.178947,-0.375,0.16129,0.115385,-0.282609,-0.40678,0.125,0.126214,-0.180723,-0.447154,0.138462,0.203883,-0.2,-0.376,-0.03125,0.153846,-0.126437,-0.4,-0.0153846,0.188119,-0.221053,-0.359375,0.125,0.165049,-0.136842,-0.359375
4,0.0625,0.0363636,-0.119048,-0.404959,-0.0322581,0.109091,-0.178947,-0.375,0.0625,0.106796,-0.178947,-0.375,0.16129,0.192308,-0.108696,-0.40678,NaN,0.126214,-0.180723,-0.447154,0.0153846,0.126214,-0.2,-0.376,0.125,0.230769,-0.0114943,-0.4,0.138462,0.108911,-0.0315789,-0.359375,-0.03125,0.165049,-0.221053,-0.359375
4,0.0625,0.0363636,-0.214286,-0.338843,0.0967742,0.0363636,-0.0105263,-0.265625,-0.0625,-0.223301,0.0736842,0.015625,0.16129,0.115385,-0.108696,-0.271186,NaN,0.203883,-0.0843373,-0.317073,0.0153846,0.126214,-0.111111,-0.248,0.125,0.0769231,-0.218391,-0.4,-0.107692,0.029703,-0.389474,-0.46875,-0.125,-0.0679612,-0.473684,-0.46875
4,0.0625,0.0363636,-0.309524,-0.471074,0.0967742,0.109091,-0.0947368,-0.375,0.1875,0.262136,-0.0947368,-0.3125,0.16129,0.115385,-0.195652,-0.40678,0.125,0.126214,-0.180723,-0.447154,0.138462,0.300971,-0.0222222,-0.312,-0.03125,0.153846,-0.126437,-0.4,0.138462,0.108911,-0.136842,-0.40625,0.25,0.165049,-0.136842,-0.359375
4,0.0625,0.0909091,-0.238095,-0.38843,-0.16129,-0.0545455,-0.368421,-0.421875,-0.28125,0.0873786,-0.368421,-0.46875,0.258065,0.173077,-0.130435,-0.338983,-0.03125,0.106796,-0.277108,-0.447154,-0.138462,0.0485437,-0.2,-0.44,0.1875,0.173077,-0.172414,-0.35,0.2,0.207921,-0.0947368,-0.3125,-0.0625,0.00970874,-0.0947368,-0.4375
4,0.0625,0.0909091,-0.238095,-0.38843,0.225806,0.0909091,-0.284211,-0.359375,0.0625,0.165049,-0.2,-0.421875,0.258065,0.173077,-0.130435,-0.40678,0.21875,0.242718,-0.108434,-0.382114,0.107692,0.242718,-0.0444444,-0.376,0.3125,0.173077,0.0114943,-0.35,0.2,0.287129,-0.0105263,-0.3125,0.1875,0.184466,-0.0947368,-0.3125
4,0.0625,0.0909091,-0.238095,-0.38843,0.225806,0.163636,-0.115789,-0.296875,0.0625,0.0873786,-0.115789,-0.359375,0.129032,0.173077,-0.195652,-0.40678,0.09375,0.184466,-0.108434,-0.447154,0.107692,0.242718,-0.0444444,-0.312,0.0625,0.0961538,-0.172414,-0.416667,0.0769231,0.128713,-0.263158,-0.4375,0.0625,0.184466,-0.0947368,-0.375
4,0.0625,0.0909091,-0.238095,-0.454545,0.0967742,0.0909091,-0.2,-0.359375,0.1875,0.242718,-0.115789,-0.296875,NaN,0.0961538,-0.130435,-0.338983,0.09375,0.184466,-0.180723,-0.447154,0.107692,0.184466,-0.0444444,-0.376,-0.0625,0.173077,-0.172414,-0.416667,0.0769231,0.128713,-0.178947,-0.375,0.0625,0.106796,-0.263158,-0.4375
4,0.0625,0.0909091,-0.333333,-0.38843,0.0967742,0.0909091,-0.115789,-0.359375,0.0625,0.165049,-0.2,-0.421875,0.129032,0.230769,-0.130435,-0.338983,0.09375,0.184466,-0.180723,-0.382114,-0.0153846,0.106796,-0.0444444,-0.312,0.0625,0.25,-0.172414,-0.3,0.0769231,0.128713,-0.0947368,-0.375,-0.0625,0.184466,-0.178947,-0.375
4,0.0625,0.109091,-0.119048,-0.338843,0.0967742,0.0363636,-0.0105263,-0.375,0.3125,0.106796,-0.178947,-0.3125,0.290323,0.192308,-0.108696,-0.338983,0.125,0.126214,-0.277108,-0.447154,0.138462,0.126214,-0.111111,-0.376,0.125,0.230769,-0.126437,-0.4,-0.0153846,0.188119,-0.136842,-0.359375,-0.03125,0.165049,-0.221053,-0.359375
4,0.0625,0.109091,-0.119048,-0.338843,0.225806,0.109091,-0.0105263,-0.375,0.1875,0.262136,-0.0105263,-0.3125,0.0322581,0.192308,-0.108696,-0.338983,0.125,0.203883,-0.0843373,-0.382114,0.261538,0.300971,-0.0222222,-0.312,0.25,0.153846,-0.0114943,-0.4,0.261538,0.267327,-0.0315789,-0.359375,0.25,0.242718,-0.0315789,-0.296875
4,0.0625,0.163636,-0.142857,-0.256198,0.0967742,0.0909091,-0.0315789,-0.296875,0.0625,0.0873786,-0.0315789,-0.296875,0.129032,0.230769,0.0434783,-0.288136,0.09375,0.184466,-0.180723,-0.382114,0.107692,0.184466,-0.111111,-0.312,0.0625,0.173077,-0.172414,-0.3,0.0769231,0.207921,-0.0105263,-0.3125,-0.0625,0.184466,-0.263158,-0.4375
4,0.0625,0.163636,-0.142857,-0.38843,0.0967742,0.0909091,-0.115789,-0.421875,0.0625,0.165049,-0.115789,-0.421875,0.129032,0.0961538,-0.369565,-0.40678,-0.03125,0.0485437,-0.373494,-0.512195,-0.138462,-0.106796,-0.288889,-0.504,-0.28125,-0.0769231,-0.425287,-0.65,-0.261538,-0.128713,-0.494737,-0.59375,-0.28125,-0.223301,-0.326316,-0.546875
4,0.09375,0.0181818,-0.214286,-0.371901,0.129032,0.0909091,-0.0947368,-0.34375,0.09375,0.165049,-0.0947368,-0.40625,0.225806,0.153846,-0.23913,-0.372881,0.1875,0.165049,-0.13253,-0.349593,0.0769231,0.165049,0.0222222,-0.28,0.21875,0.173077,0.0114943,-0.366667,0.230769,0.207921,-0.0947368,-0.328125,0.09375,0.242718,-0.0105263,-0.328125
4,0.09375,0.0181818,-0.214286,-0.438017,0.129032,0.0909091,-0.178947,-0.40625,0.09375,0.165049,-0.178947,-0.40625,-0.0322581,0.0769231,-0.326087,-0.372881,0.0625,0.0873786,-0.325301,-0.479675,0.0769231,0.0873786,-0.155556,-0.408,-0.28125,-0.115385,-0.563218,-0.616667,-0.138462,-0.0891089,-0.389474,-0.515625,-0.03125,0.0485437,-0.242105,-0.453125
4,0.09375,0.0909091,-0.119048,-0.371901,0.129032,0.0909091,-0.178947,-0.40625,-0.03125,0.165049,-0.178947,-0.40625,0.0967742,0.153846,-0.152174,-0.440678,0.0625,0.165049,-0.13253,-0.479675,0.0769231,0.0873786,-0.155556,-0.408,-0.03125,0.0384615,-0.333333,-0.5,-0.138462,-0.0891089,-0.326316,-0.515625,-0.15625,-0.106796,-0.389474,-0.5625
4,0.09375,0.0909091,-0.214286,-0.438017,0.129032,0.0909091,-0.178947,-0.40625,0.09375,0.0873786,-0.178947,-0.34375,0.0967742,0.153846,-0.152174,-0.372881,0.0625,0.165049,-0.228916,-0.479675,0.0769231,0.165049,-0.155556,-0.344,0.09375,0.173077,-0.149425,-0.366667,-0.0153846,0.128713,-0.0947368,-0.328125,0.09375,0.184466,-0.157895,-0.390625
4,0.09375,0.0909091,-0.214286,-0.438017,0.129032,0.0909091,-0.178947,-0.40625,0.09375,0.165049,-0.178947,-0.40625,0.0967742,0.153846,-0.326087,-0.372881,0.0625,0.165049,-0.13253,-0.414634,0.0769231,0.165049,-0.155556,-0.408,0.09375,0.230769,-0.0804598,-0.366667,0.107692,0.207921,-0.157895,-0.328125,-0.03125,0.106796,-0.0947368,-0.328125
4,0.09375,0.0909091,-0.214286,-0.438017,NaN,0.0909091,-0.178947,-0.40625,0.09375,0.0873786,-0.178947,-0.40625,0.0967742,0.153846,-0.152174,-0.440678,0.0625,0.0873786,-0.228916,-0.479675,-0.0461538,0.0873786,-0.244444,-0.344,-0.15625,-0.115385,-0.333333,-0.566667,-0.138462,-0.0891089,-0.389474,-0.5625,-0.28125,-0.106796,-0.536842,-0.5625
4,0.09375,0.109091,-0.190476,-0.355372,NaN,0.0363636,-0.0947368,-0.328125,0.09375,0.184466,-0.157895,-0.390625,0.0967742,0.0961538,-0.130435,-0.389831,-0.0625,0.184466,-0.204819,-0.430894,0.0769231,0.106796,-0.133333,-0.36,0.125,0.192308,-0.0574713,-0.433333,0.0153846,0.148515,-0.157895,-0.390625,NaN,0.126214,-0.242105,-0.390625
4,0.09375,0.163636,-0.0238095,-0.239669,0.258065,0.163636,-0.0105263,-0.15625,0.21875,0.242718,-0.0105263,-0.21875,0.0967742,0.173077,0.130435,-0.152542,0.0625,0.262136,0.0843373,-0.252033,0.0769231,0.106796,0.0444444,-0.248,0.125,0.192308,0.218391,-0.116667,0.138462,0.227723,0.0105263,-0.21875,NaN,0.203883,0.0105263,-0.21875
4,0.09375,0.163636,-0.0238095,-0.355372,0.129032,0.0363636,-0.0947368,-0.28125,0.21875,0.242718,0.0736842,-0.21875,0.225806,0.173077,-0.130435,-0.271186,0.1875,0.184466,-0.0120482,-0.317073,0.415385,0.456311,0.222222,-0.136,0.125,0.115385,-0.149425,-0.366667,0.138462,0.326733,-0.0736842,-0.265625,0.25,0.456311,0.0947368,-0.21875
4,0.09375,0.163636,-0.047619,-0.371901,0.129032,0.0909091,-0.0947368,-0.40625,-0.03125,0.165049,-0.178947,-0.40625,0.225806,0.153846,-0.23913,-0.440678,0.1875,0.165049,-0.13253,-0.479675,0.0769231,0.0873786,-0.0666667,-0.408,0.09375,0.0961538,-0.149425,-0.433333,0.107692,0.128713,-0.0947368,-0.328125,0.09375,0.184466,-0.157895,-0.390625
4,0.09375,0.163636,-0.047619,-0.371901,0.258065,0.0909091,-0.0947368,-0.34375,0.21875,0.165049,-0.0947368,-0.40625,0.0967742,0.153846,-0.23913,-0.372881,0.1875,0.165049,-0.325301,-0.414634,0.0769231,0.165049,-0.155556,-0.408,0.21875,0.173077,-0.0804598,-0.433333,0.230769,0.267327,-0.0947368,-0.328125,0.09375,0.242718,-0.0947368,-0.390625
4,0.09375,0.163636,-0.119048,-0.305785,0.129032,0.163636,0.0526316,-0.28125,0.21875,0.320388,-0.0947368,-0.34375,0.225806,0.230769,-0.0652174,-0.305085,0.1875,0.339806,0.060241,-0.349593,0.323077,0.417476,0.2,-0.168,0.09375,0.0961538,-0.0804598,-0.316667,0.230769,0.267327,0.0736842,-0.21875,0.34375,0.475728,0.157895,-0.15625
4,0.09375,0.163636,-0.119048,-0.355372,NaN,0.109091,-0.0947368,-0.390625,-0.15625,-0.0291262,-0.326316,-0.453125,0.0967742,0.173077,-0.217391,-0.322034,0.1875,0.262136,-0.108434,-0.365854,-0.0461538,0.106796,-0.222222,-0.472,0.125,0.192308,-0.149425,-0.433333,0.138462,0.326733,-0.0736842,-0.328125,0.125,0.203883,-0.157895,-0.390625
4,0.09375,0.163636,-0.119048,-0.371901,0.129032,0.0909091,-0.0315789,-0.34375,-0.03125,0.0873786,-0.0947368,-0.40625,0.225806,0.230769,-0.23913,-0.372881,0.1875,0.165049,-0.228916,-0.414634,0.2,0.339806,-0.0666667,-0.28,0.21875,0.307692,-0.0804598,-0.366667,0.230769,0.267327,-0.157895,-0.390625,0.21875,0.184466,-0.157895,-0.328125
4,0.09375,0.163636,-0.119048,-0.371901,0.129032,0.0909091,-0.0947368,-0.34375,0.09375,0.242718,-0.178947,-0.34375,0.0967742,0.230769,-0.152174,-0.237288,0.0625,0.165049,-0.0361446,-0.349593,0.0769231,0.0873786,0.0222222,-0.28,0.09375,0.230769,0.103448,-0.316667,0.107692,0.207921,-0.157895,-0.328125,0.09375,0.184466,-0.157895,-0.328125
4,0.09375,0.163636,0.047619,-0.305785,0.258065,0.236364,-0.0947368,-0.34375,0.21875,0.165049,-0.263158,-0.40625,0.225806,0.326923,0.0217391,-0.305085,0.3125,0.417476,0.156627,-0.235772,0.323077,0.417476,0.2,-0.168,0.21875,0.230769,0.103448,-0.25,0.353846,0.50495,0.157895,-0.15625,0.34375,0.398058,0.157895,-0.15625
4,0.125,0.0181818,-0.047619,-0.38843,NaN,0.0909091,-0.221053,-0.359375,-0.03125,0.165049,-0.136842,-0.359375,0.129032,0.0769231,-0.217391,-0.355932,0.09375,0.165049,-0.108434,-0.398374,0.107692,0.165049,-0.0444444,-0.392,0.1875,0.153846,-0.195402,-0.4,0.2,0.188119,-0.115789,-0.296875,0.0625,0.165049,-0.0315789,-0.296875
4,0.125,0.0545455,-0.0952381,-0.421488,-0.0967742,-0.0909091,-0.326316,-0.4375,-0.125,-0.0291262,-0.242105,-0.4375,0.16129,0.153846,-0.173913,-0.372881,-0.03125,0.0873786,-0.253012,-0.463415,-0.107692,0.0873786,-0.266667,-0.456,0.09375,0.153846,-0.172414,-0.45,-0.0153846,0.188119,-0.178947,-0.40625,-0.15625,0.00970874,-0.263158,-0.40625
4,0.125,0.0545455,-0.190476,-0.289256,0.290323,0.127273,-0.0736842,-0.265625,NaN,0.0485437,-0.0736842,-0.265625,0.16129,0.153846,-0.173913,-0.237288,0.25,0.242718,-0.0361446,-0.284553,0.384615,0.242718,0.0222222,-0.28,0.21875,0.307692,-0.0114943,-0.25,0.230769,0.425743,-0.0315789,-0.21875,0.375,0.398058,-0.0315789,-0.21875
4,0.125,0.0545455,-0.190476,-0.421488,0.290323,0.127273,-0.0736842,-0.328125,0.125,0.126214,-0.0736842,-0.390625,0.16129,0.153846,-0.173913,-0.491525,0.25,0.242718,-0.156627,-0.463415,0.138462,0.165049,-0.0888889,-0.344,0.09375,0.153846,-0.172414,-0.45,0.107692,0.188119,-0.263158,-0.40625,0.09375,0.165049,-0.178947,-0.40625
4,0.125,0.0545455,NaN,-0.289256,0.0322581,-0.0181818,-0.242105,-0.328125,-0.125,-0.106796,-0.410526,-0.4375,0.290323,0.384615,0.108696,-0.118644,0.25,0.320388,0.060241,-0.235772,-0.0153846,0.00970874,-0.0888889,-0.28,0.21875,0.307692,-0.0114943,-0.25,0.230769,0.346535,-0.0315789,-0.21875,0.09375,0.165049,-0.0947368,-0.21875
4,0.125,0.0909091,-0.166667,-0.256198,0.290323,0.163636,-0.0315789,-0.234375,0.375,0.242718,-0.0315789,-0.296875,0.258065,0.307692,-0.0652174,-0.220339,0.21875,0.398058,-0.0361446,-0.268293,0.384615,0.398058,0.0222222,-0.2,0.3125,0.230769,0.172414,-0.216667,0.323077,0.366337,0.136842,-0.1875,0.3125,0.417476,0.0526316,-0.234375
4,0.125,0.0909091,-0.166667,-0.38843,0.16129,0.0909091,-0.136842,-0.40625,0.125,0.242718,-0.0315789,-0.296875,0.129032,0.153846,-0.217391,-0.423729,0.09375,0.165049,-0.204819,-0.463415,0.107692,0.165049,-0.133333,-0.392,0.0625,0.153846,-0.287356,-0.4,0.0769231,0.188119,-0.115789,-0.359375,0.0625,0.165049,-0.2,-0.421875
4,0.125,0.0909091,-0.166667,-0.438017,0.16129,0.163636,-0.0315789,-0.296875,0.125,0.165049,-0.0315789,-0.359375,0.129032,0.153846,-0.217391,-0.423729,0.09375,0.165049,-0.204819,-0.463415,0.107692,0.0873786,-0.133333,-0.328,0.0625,0.153846,-0.103448,-0.4,0.0769231,0.188119,-0.2,-0.421875,0.0625,0.165049,-0.2,-0.359375
4,0.125,0.0909091,-0.166667,-0.438017,NaN,0.0909091,-0.221053,-0.359375,-0.03125,0.0873786,-0.221053,-0.40625,0.129032,0.153846,-0.130435,-0.423729,-0.03125,0.165049,-0.204819,-0.463415,-0.0153846,0.00970874,-0.311111,-0.472,0.1875,0.153846,-0.103448,-0.466667,0.0769231,0.108911,-0.115789,-0.421875,-0.0625,0.0873786,-0.115789,-0.421875
4,0.125,0.0909091,-0.166667,-0.504132,0.290323,0.163636,-0.136842,-0.40625,0.125,0.165049,-0.136842,-0.359375,0.129032,0.153846,-0.217391,-0.423729,0.09375,0.165049,-0.301205,-0.463415,0.107692,0.165049,-0.133333,-0.392,0.0625,0.0769231,-0.195402,-0.466667,-0.169231,0.029703,-0.368421,-0.46875,-0.1875,0.00970874,-0.452632,-0.53125
4,0.125,0.0909091,0.047619,-0.322314,0.16129,0.0909091,-0.136842,-0.296875,0.125,0.165049,-0.136842,-0.40625,0.129032,0.153846,-0.0652174,-0.355932,0.09375,0.242718,-0.0361446,-0.398374,0.107692,0.165049,-0.0444444,-0.392,0.0625,0.153846,-0.103448,-0.4,0.2,0.188119,-0.2,-0.421875,0.1875,0.165049,-0.115789,-0.421875
4,0.125,0.127273,-0.0952381,-0.289256,0.0322581,0.218182,-0.157895,-0.328125,NaN,0.203883,-0.0736842,-0.265625,0.16129,0.153846,0.0217391,-0.305085,0.125,0.165049,-0.156627,-0.349593,0.138462,0.165049,-0.0888889,-0.392,0.09375,0.153846,-0.0114943,-0.383333,0.107692,0.267327,-0.0315789,-0.34375,0.09375,0.165049,-0.0947368,-0.40625
4,0.125,0.127273,-0.0952381,-0.289256,0.16129,0.127273,0.0105263,-0.265625,0.125,0.300971,0.0105263,-0.265625,0.290323,0.230769,0.0217391,-0.305085,0.25,0.320388,0.156627,-0.349593,0.138462,0.242718,0.2,-0.28,0.09375,0.307692,0.0804598,-0.25,0.107692,0.267327,-0.0315789,-0.28125,0.09375,0.242718,-0.0315789,-0.34375
4,0.125,0.127273,-0.0952381,-0.355372,0.290323,0.218182,-0.0736842,-0.328125,0.25,0.300971,-0.0736842,-0.265625,0.290323,0.230769,-0.0652174,-0.372881,0.25,0.242718,-0.0361446,-0.349593,0.138462,0.320388,-0.0888889,-0.28,0.21875,0.230769,-0.0114943,-0.316667,0.230769,0.188119,-0.0947368,-0.34375,0.09375,0.242718,-0.0315789,-0.28125
4,0.125,0.127273,-0.190476,-0.421488,0.0322581,-0.0181818,-0.326316,-0.5,-0.125,-0.0291262,-0.494737,-0.5,0.16129,0.230769,-0.0652174,-0.305085,0.125,0.165049,-0.0361446,-0.414634,-0.0153846,0.00970874,-0.266667,-0.52,0.09375,0.153846,-0.172414,-0.45,0.107692,0.108911,-0.178947,-0.34375,-0.03125,0.0873786,-0.263158,-0.40625
4,0.125,0.127273,-0.190476,-0.421488,0.16129,0.218182,-0.0736842,-0.328125,0.125,0.203883,-0.157895,-0.390625,0.16129,0.153846,-0.173913,-0.372881,0.125,0.165049,-0.156627,-0.463415,0.138462,0.242718,0.0222222,-0.28,0.09375,0.153846,-0.172414,-0.45,0.107692,0.188119,-0.178947,-0.40625,0.09375,0.165049,-0.178947,-0.40625
4,0.125,0.218182,-0.190476,-0.289256,0.16129,0.127273,-0.0736842,-0.265625,NaN,0.300971,-0.157895,-0.328125,0.16129,0.230769,0.0217391,-0.305085,0.125,0.165049,0.060241,-0.349593,0.138462,0.165049,-0.0888889,-0.28,0.21875,0.153846,-0.0804598,-0.45,0.107692,0.188119,-0.0315789,-0.34375,0.09375,0.242718,-0.0315789,-0.34375
4,0.125,0.218182,0.0952381,-0.289256,0.16129,0.127273,-0.0736842,-0.265625,0.125,0.203883,0.0105263,-0.265625,0.290323,0.230769,0.0217391,-0.237288,0.25,0.242718,0.060241,-0.349593,0.261538,0.320388,0.2,-0.28,0.21875,0.307692,0.0804598,-0.316667,0.107692,0.346535,0.0526316,-0.21875,0.09375,0.242718,-0.0315789,-0.28125
4,0.125,0.218182,0.0952381,-0.289256,0.16129,0.218182,0.0947368,-0.265625,0.125,0.203883,-0.0736842,-0.265625,0.290323,0.307692,0.0217391,-0.237288,0.25,0.242718,0.060241,-0.284553,0.261538,0.242718,0.111111,-0.28,0.21875,0.307692,-0.0114943,-0.316667,0.230769,0.346535,0.0526316,-0.28125,0.09375,0.320388,0.0526316,-0.21875
4,0.125,0.218182,0.0952381,-0.289256,0.16129,0.218182,0.0947368,-0.265625,0.125,0.300971,0.0947368,-0.265625,0.290323,0.307692,0.0217391,-0.237288,0.25,0.320388,0.060241,-0.284553,0.261538,0.242718,0.111111,-0.216,0.21875,0.307692,0.0804598,-0.25,0.230769,0.346535,-0.0315789,-0.28125,0.21875,0.320388,0.0526316,-0.28125
4,0.125,0.218182,NaN,-0.289256,0.16129,0.290909,0.0105263,-0.265625,0.125,0.300971,0.0105263,-0.265625,0.290323,0.384615,0.108696,-0.237288,0.125,0.320388,-0.0361446,-0.284553,-0.0153846,0.165049,0.0222222,-0.28,0.21875,0.307692,0.0804598,-0.25,0.107692,0.267327,-0.0315789,-0.28125,0.09375,0.242718,-0.0947368,-0.34375
4,0.125,0.236364,-0.166667,-0.322314,0.290323,0.163636,-0.0315789,-0.359375,0.125,0.242718,-0.136842,-0.359375,0.129032,0.230769,-0.0652174,-0.288136,0.21875,0.165049,-0.0361446,-0.398374,0.107692,0.165049,-0.0444444,-0.328,0.0625,0.153846,-0.103448,-0.4,0.0769231,0.267327,-0.115789,-0.359375,0.0625,0.165049,-0.115789,-0.421875
4,0.1875,0.0363636,-0.214286,-0.404959,0.225806,0.109091,-0.178947,-0.375,0.1875,0.184466,-0.178947,-0.3125,0.16129,0.192308,-0.282609,-0.40678,0.25,0.126214,-0.277108,-0.447154,0.138462,0.126214,-0.111111,-0.376,0.125,0.153846,-0.126437,-0.4,0.138462,0.188119,-0.221053,-0.359375,0.125,0.165049,-0.136842,-0.46875
4,0.1875,0.0909091,-0.047619,-0.38843,0.225806,0.0909091,-0.0315789,-0.359375,0.0625,0.165049,-0.115789,-0.359375,0.129032,0.0961538,-0.130435,-0.40678,0.09375,0.106796,-0.180723,-0.447154,0.107692,0.106796,-0.111111,-0.376,0.0625,0.0961538,-0.264368,-0.483333,-0.0461538,0.029703,-0.326316,-0.484375,-0.15625,-0.0679612,-0.410526,-0.546875
4,0.1875,0.0909091,-0.142857,-0.322314,0.225806,0.0909091,-0.2,-0.359375,0.1875,0.165049,-0.2,-0.359375,0.129032,0.173077,-0.195652,-0.338983,0.09375,0.242718,-0.0120482,-0.382114,0.230769,0.184466,0.0444444,-0.312,0.0625,0.173077,-0.0804598,-0.35,0.2,0.207921,-0.0105263,-0.375,0.1875,0.262136,-0.0105263,-0.3125
4,0.1875,0.0909091,-0.142857,-0.38843,0.225806,0.163636,-0.0315789,-0.296875,0.1875,0.339806,0.0526316,-0.296875,0.129032,0.230769,-0.0434783,-0.338983,0.09375,0.106796,-0.108434,-0.333333,0.230769,0.242718,0.133333,-0.2,0.1875,0.173077,-0.0804598,-0.3,0.2,0.207921,-0.0105263,-0.265625,0.40625,0.456311,0.157895,-0.15625
4,0.1875,0.0909091,-0.238095,-0.38843,0.225806,0.254545,-0.115789,-0.296875,0.0625,0.165049,-0.2,-0.359375,0.258065,0.230769,-0.195652,-0.40678,0.21875,0.184466,-0.180723,-0.382114,0.230769,0.184466,-0.0444444,-0.312,0.1875,0.0961538,-0.172414,-0.416667,0.2,0.207921,-0.178947,-0.375,0.1875,0.184466,-0.178947,-0.3125
4,0.1875,0.109091,-0.0238095,-0.22314,0.225806,0.109091,-0.0947368,-0.265625,-0.28125,-0.300971,0.0736842,-0.046875,0.16129,0.115385,-0.195652,-0.271186,0.25,0.203883,-0.0843373,-0.317073,0.0153846,0.0485437,-0.0222222,-0.248,0.125,0.153846,-0.126437,-0.266667,0.261538,0.267327,-0.0315789,-0.234375,0.375,0.242718,-0.0315789,-0.296875
